job_link,job_name,label,company_name,post_time,city_name,country_name,about_company,job_responsibilities,job_requirements,Seniority level,Employment type,Job function,Industries,num_applicant
https://eg.linkedin.com/jobs/view/senior-content-creator-at-nagwa-3787734039?refId=pK%2Bj%2BzxG2YAT7cRzVZhD8Q%3D%3D&trackingId=CacPzRzbZc2GRtBFzqCUxA%3D%3D&position=11&pageNum=0&trk=public_jobs_jserp-result_search-card,Senior Content Creator,mobile app,Nagwa,1 week ago,"Cairo, Cairo",Egypt,Summary,"Establish a content strategy that is in line with the marketing strategyDevelop creative ideas, suggesting new innovative ways of delivering digital content and staying up to date with the latest digital marketing trendsCreate content for the company’s assets (using social media platforms, SMS, In-app messages, website, etc.)Monitor competition and the industry’s trends on online platforms continuously to stay up to date with market insightsAssist in the search for and development of campaigns and promotions that support the company's goals for audience engagement on social mediaImprove the company's accounts on each platform to have an impact on its online presenceParticipate in the video creation process with the Media Team","Bachelor’s degree in any field. ; 4+ years of experience in content creation with a proven record of accomplishments ; Excellent command of both English and Arabic ; Agency experience is a plus ; An in-depth knowledge and understanding of social media platforms (Facebook, Twitter, ; YouTube, Instagram, etc.), their respective participants, and how each platform can be deployed in different scenarios ; Experience with mobile apps is a plus ; Creativity and innovation ; Communication skills ; Continuous learning ; Time management skills ; Problem-solving skills ; Adaptability and flexibility ; Detail oriented ; Seniority levelMid-Senior level ; Employment typeFull-time ; Job functionMarketing, Public Relations, and Writing/Editing ; IndustriesInternet Publishing",Mid-Senior level,Full-time,"Marketing, Public Relations, and Writing/Editing",Internet Publishing,62 applicants
https://eg.linkedin.com/jobs/view/mobile-developer-ios-android-at-middle-east-broadcasting-networks-3713711494?refId=pK%2Bj%2BzxG2YAT7cRzVZhD8Q%3D%3D&trackingId=cKfal0IuWN1Ht3bf193RlA%3D%3D&position=12&pageNum=0&trk=public_jobs_jserp-result_search-card,Mobile Developer (iOS / Android),mobile app,Middle East Broadcasting Networks,1 month ago,"Cairo, Cairo",Egypt,Job Announcement,"Mobile App Development:Design, develop, and maintain native mobile applications for both iOS and Android platforms.Collaborate with cross-functional teams to define app requirements, user stories, and technical specifications.Platform Expertise:Develop in-depth knowledge of the iOS and Android ecosystems, SDKs, and development tools.Implement platform-specific UI/UX guidelines and design principles to create visually appealing and intuitive apps.Codebase Management:Write clean, modular, and well-documented code while adhering to coding standards and best practices.Manage version control and code repositories for efficient collaboration.Feature Implementation:Implement new features and functionalities, leveraging platform-specific capabilities while maintaining app performance and responsiveness.Bug Fixing and Optimization:Identify and troubleshoot bugs, bottlenecks, and performance issues to ensure the app's stability and responsiveness.Cross-Platform Compatibility:Ensure that mobile applications are compatible with a variety of devices, screen sizes, and OS versions.User Experience Enhancement:Collaborate with UI/UX designers to implement designs that provide an exceptional user experience across both platforms.Integration and APIs:Integrate with backend services and APIs to deliver seamless data synchronization and real-time functionality.Code Review and Collaboration:Participate in code reviews, provide constructive feedback, and collaborate with team members to improve code quality and maintainability.Quality Assurance:Conduct thorough testing, including unit and integration testing, to identify and address issues before app releases.Adaptive Learning:Stay up to date with the latest mobile development trends, technologies, and best practices, and share knowledge with the team.","Bachelor’s degree in computer science, Software Engineering, or a related field. ; 5 years of professional experience in mobile app development for both iOS and Android platforms. ; Proficiency in programming languages such as Swift (iOS) and Kotlin/Java (Android). ; Strong understanding of mobile app architecture, design patterns, and best practices. ; Experience with mobile development frameworks and libraries, such as UIKit, SwiftUI, Android Jetpack, and React Native (optional). ; Familiarity with RESTful APIs, JSON, and networking concepts for data communication. ; Ability to work in an Agile/Scrum environment, collaborating with product managers, designers, and QA engineers. ; Solid problem-solving skills and a proactive approach to debugging and optimizing mobile applications. ; Knowledge of app distribution processes, including app stores, beta testing, and deployment. ; Strong communication skills for effective collaboration and reporting on development progress. ; Portfolio of completed mobile app projects showcasing your technical skills and attention to detail. ; Experience with mobile app testing frameworks (e.g., XCTest, Espresso) is a plus. ; Familiarity with backend technologies and server-side development is a bonus. ; Relevant certifications (e.g., Google Play Developer, Apple Developer) are advantageous. ; Seniority levelEntry level ; Employment typeFull-time ; Job functionEngineering and Information Technology ; IndustriesBroadcast Media Production and Distribution",Entry level,Full-time,Engineering and Information Technology,Broadcast Media Production and Distribution,
https://eg.linkedin.com/jobs/view/ios-developer-at-el-dokan-software-3783886673?refId=pK%2Bj%2BzxG2YAT7cRzVZhD8Q%3D%3D&trackingId=%2Bz9rJS0JpyRIDNS9W46D9g%3D%3D&position=13&pageNum=0&trk=public_jobs_jserp-result_search-card,iOS Developer,mobile app,El Dokan Software,2 weeks ago,"Cairo, Cairo",Egypt,Responsibilities:,"Be involved in all stages of application development, including design, modifications, development, and implementation of IOS applications to maximize their quality and efficiencyTranslate designs and wireframes into high-quality code.Design, build and maintain high performance, reusable, and reliable code.Document all codes of the development processes to record and facilitate the work of other mobile developersKeep up to date with the latest industry trends in changing technologies, new tools, computer languages, and new applications to develop internal workflowWork with software developers to enhance, build, and test the applications, and to implement server APIs (Application Programming Interface) and services to support planned mobile functionalityProvide detailed estimates of work and ensure timely delivery of features.Adhere to an agile process, striving to deliver new value regularly to our users.","Bachelor’s degree in any field, preferably computer science or engineering ; Minimum 3-4 years of relevant experience ; Proficient understanding of MVC, MVVM and VIPER ; Experience with Swift, XML and JSON ; Ability to design using interface builder (Storyboards - Xib files) ; Experience with design patterns and object-oriented concept ; Experience with Core Data and Core Animation ; Experience with offline storage, threading, and performance tuning ; Proficient in code versioning tools (such as Git) ; Familiarity with RESTful APIs to connect iOS applications to back-end services ; Understanding of Apple’s design principles and interface guidelines ; Understanding the “deploying apps process” on App Store ; Experience with third-party libraries and APIs ; Excellent communication skills ; Accuracy and attention to details ; Adaptability and flexibility ; Problem solving and decision making ; Analytical thinking ; Sense of initiative and entrepreneurship ; Creative and innovative thinking ; Strong sense of commitment, responsibility, and ownership ; Seniority levelMid-Senior level ; Employment typeFull-time ; Job functionOther ; IndustriesTechnology, Information and Internet",Mid-Senior level,Full-time,Other,"Technology, Information and Internet",98 applicants
https://eg.linkedin.com/jobs/view/senior-android-developer-at-on-hire-3702585381?refId=pK%2Bj%2BzxG2YAT7cRzVZhD8Q%3D%3D&trackingId=98vdV5K4286nBUI7QT%2BNNg%3D%3D&position=14&pageNum=0&trk=public_jobs_jserp-result_search-card,Senior Android Developer,mobile app,On-Hire,4 months ago,"Cairo, Cairo",Egypt,Job Description:,"Develop and maintain mobile applications for the Android platformMentor and guide junior Android developers, e.g. provide actionable feedback and suggest","Integrate with backend systems and APIs ; Test and debug mobile applications to ensure they work as expected ; Collaborate with the QA team to ensure comprehensive testing and bug-free releases. 8. Optimize mobile applications for performance and battery life ; Stay up-to-date with industry trends and recommend new technologies and best practices ; At least 5 years of experience in Kotlin programming language ; Experience with Android SDK, Android Studio, and related tools ; Knowledge of mobile app architecture patterns such as MVP.MVVM or MVI ; Strong experience of RESTful API integration and asynchronous programming. 5. Prior experience mentoring or leading other Android developers ; Very good command of English (both spoken and written) ; Strong communication and collaboration skills ; Problem-solving skills and attention to detail ; Ability to work in a fast-paced environment and learn quickly ; Commitment and sense of owner ; Bachelor's degree in Computer Science or related field, or equivalent experience is preferred ; Most of the team is Arabic-speaking, so a very good command of Arabic is a nice too have (in ; Experience with testing frameworks (JUnit, Espresso, etc.) and continuous ; Seniority levelMid-Senior level ; Employment typeFull-time ; Job functionInformation Technology ; IndustriesTechnology, Information and Internet",Mid-Senior level,Full-time,Information Technology,"Technology, Information and Internet",162 applicants
https://eg.linkedin.com/jobs/view/continuous-improvement-manager-at-pixelogic-media-3791618388?refId=pK%2Bj%2BzxG2YAT7cRzVZhD8Q%3D%3D&trackingId=UukxrXnCX80a1NcDNWMBfw%3D%3D&position=15&pageNum=0&trk=public_jobs_jserp-result_search-card,Continuous Improvement Manager,mobile app,Pixelogic Media,4 weeks ago,"Cairo, Cairo",Egypt,Responsibilities:,"Closely collaborate with all Business lines, process owners, other leaders, and managers to drive the continuous improvement cycleHelp LOBs improve their performance rapidly and strategicallyActively participate across all REV-IT programs and tools (e.g., Workouts, VIP projects, CARs, etc.)Perform a range of audit processes (e.g., procedures, checklists, KPIs, CAR action items, tool utilization, etc.) as requestedProvide suggestions for improvements to reduce vulnerabilitiesLeverage the internal CAR process to enact process changesPerform investigations including findings and root cause analysisPerform analytics and determine inferences from findingsBe able to perform measurement system analysis (MSA)Provide UAT support for workflow toolsAnalyze data and attend meetings to discuss the root cause and suggested improvements that have a significant influence on vulnerabilitiesOther tasks as assigned","At least 4 years of demonstrated strong leadership skills ; Demonstrated experience with building, managing, and motivating global teams ; Fluent in English with excellent communication skills ; Solution-oriented and highly skilled in proactive problem-solving for both external clients and internal staff ; Ability to handle multiple tasks and prioritize as necessary ; Able to acquire a thorough knowledge of specifications ; Attention to detail and ability to identify errors in different workflows ; Ability to perform under pressure ; A positive demeanor when experiencing obstacles to getting things done ; Quick learner and willing to learn new skills and tools ; Build a good relationship with other teams ; Very organized person. ; Private Health Insurance ; Social Insurance ; Paid Time Off ; Training & Development ; Seniority levelMid-Senior level ; Employment typeFull-time ; Job functionManagement and Manufacturing ; IndustriesTechnology, Information and Internet",Mid-Senior level,Full-time,Management and Manufacturing,"Technology, Information and Internet",35 applicants
https://eg.linkedin.com/jobs/view/software-engineer-at-boniantech-3793220154?refId=pK%2Bj%2BzxG2YAT7cRzVZhD8Q%3D%3D&trackingId=2pP3eqeuKt6HsAk7BA8Oag%3D%3D&position=16&pageNum=0&trk=public_jobs_jserp-result_search-card,Software Engineer,mobile app,BonianTech,2 hours ago,Cairo,Egypt,,Send your CV to HR@Boniantech.com,Seniority levelEntry level ; Employment typeFull-time ; Job functionEngineering and Information Technology ; IndustriesSoftware Development,Entry level,Full-time,Engineering and Information Technology,Software Development,
https://eg.linkedin.com/jobs/view/country-manager-seo-at-greentomatomedia-3785352897?refId=pK%2Bj%2BzxG2YAT7cRzVZhD8Q%3D%3D&trackingId=lZNUflCnYATCal5TJPeujQ%3D%3D&position=18&pageNum=0&trk=public_jobs_jserp-result_search-card,Country Manager SEO,mobile app,GreenTomatoMedia,1 week ago,,Egypt,Who are we ?,"MEDIA with a network of 1500+ websites in 8 languages with more than 1 million high-value visitors per month in different thematics (Finance, Crypto, iGaming) & a few fast-growing Youtube Channels.We generate revenues thanks to affiliate marketing.MOBILE APPLICATIONS with a portfolio of 50+ apps downloaded 20+ million times.Our source of revenue comes from a subscription model and in-app purchases.","Independent and Curious: Autonomy and eagerness to learn are important to you. You take ownership of your role and contribute to our collective success. ; Strong opportunities to progress your career ; Flexible working options ; Fantastic work culture ; Seniority levelMid-Senior level ; Employment typeFull-time ; Job functionMarketing and Sales ; IndustriesOnline Audio and Video Media, Advertising Services, and Consumer Services",Mid-Senior level,Full-time,Marketing and Sales,"Online Audio and Video Media, Advertising Services, and Consumer Services",40 applicants
https://eg.linkedin.com/jobs/view/android-lead-at-maxab-3701053081?refId=pK%2Bj%2BzxG2YAT7cRzVZhD8Q%3D%3D&trackingId=KP02u3u%2BcviFHlBE3YKPXw%3D%3D&position=20&pageNum=0&trk=public_jobs_jserp-result_search-card,Android Lead,mobile app,MaxAB,4 months ago,"Cairo, Cairo",Egypt,,Seniority levelExecutiveEmployment typeFull-timeJob functionInformation TechnologyIndustriesInternet Publishing,,Executive,Full-time,Information Technology,Internet Publishing,91 applicants
https://eg.linkedin.com/jobs/view/senior-mobile-application-developer-at-megamind-it-solutions-3793302451?refId=pK%2Bj%2BzxG2YAT7cRzVZhD8Q%3D%3D&trackingId=QJkzRDW7NzgJUTL2EIln3w%3D%3D&position=21&pageNum=0&trk=public_jobs_jserp-result_search-card,Senior Mobile Application Developer ,mobile app,Megamind IT Solutions,3 days ago,Cairo,Egypt,Company Description,"MegaMind IT Solutions is an IT solutions organization in the MENA region. Our team is dedicated to providing innovative, customized, flexible, and customer-focused solutions and services for our clients. We strive to add value to our clients' businesses and exceed their expectations through our competencies and integrity.","We are seeking a Senior Mobile Application Developer for a full-time on-site role in Cairo, Egypt. The Senior Flutter Developer will be responsible for the day-to-day tasks associated with developing and maintaining mobile applications using Flutter technology. ; The ideal candidate will be responsible for the technical design and implementation of new products and enhancements. They will work in all phases of the development cycle: concept to implementation. ; Perform full life-cycle development ; Adhere to agreed upon delivery schedules ; Utilizes source control, continuous integration, and unit testing best practices ; Work cross-functionally to define and write code for new features ; Designing, developing, testing, maintaining, and deploying software in the Flutter framework and Dart language. ; Developing user interface components and implementing them by following well-known Flutter / Dart workflows and practices. ; Communicating with product and engineering leads to implement business and project objectives. ; Code review of team members’ commits as part of CI/CD cycle. ; Participate in testing, quality assurance and bug fixes as part of the CI/CD cycle. ; Experience with iOS and Android platforms ; Qualifications ; 2 to 4 years of experience developing mobile apps natively in iOS and/or Android. ; 2 years of experience developing and delivering Flutter based apps. ; Good understanding of state management and app architecture. ; Familiarity with RESTful APIs to connect mobile applications to back-end services. ; Understanding of the Agile Software Development Life Cycle and being exposed to Scrum projects. ; Strong communications and consultative skills. Self-initiated and proactive. ; Experience in a remote software development environment. ; Experience with building apps and software for consumer goods is a bonus. ; Degree in software engineering, computer science, or software development is a plus. ; Nice to haves:Firebase, Azure DevOps. ; Seniority levelMid-Senior level ; Employment typeFull-time ; Job functionInformation Technology ; IndustriesIT Services and IT Consulting",Mid-Senior level,Full-time,Information Technology,IT Services and IT Consulting,188 applicants
https://eg.linkedin.com/jobs/view/senior-android-engineer-at-%D8%B1%D9%88%D8%A8%D9%8A%D9%83%D8%A7%D9%84-%D9%84%D8%AA%D9%83%D9%86%D9%88%D9%84%D9%88%D8%AC%D9%8A%D8%A7-%D8%A7%D9%84%D9%85%D8%B9%D9%84%D9%88%D9%85%D8%A7%D8%AA-3786447693?refId=pK%2Bj%2BzxG2YAT7cRzVZhD8Q%3D%3D&trackingId=iiv8hRw882gy0l2C2DH8wA%3D%3D&position=22&pageNum=0&trk=public_jobs_jserp-result_search-card,Senior Android Engineer,mobile app,Rubikal,2 weeks ago,,Egypt,Senior Software Engineer (mobile),"Working in the technology stack we are using: Kotlin, Dagger, Rx, Coroutines, Espresso, Gradle Modules and integrate with a GraphQL backend and a few REST ServicesDrive the (technical) planning of projects & featuresClosely work together with other teams that provide APIs to the AppsEvaluate and introduce new technologiesMentor other developers in the teamClose collaboration with Product, UX and DataJoin us on our journey by finding the right mix between effort, quality and user value","Experience as a Software Engineer for at least 4 years ; You are an expert regarding Kotlin and the Android SDK ; Know how to build features for a large-scale App ; Experience with Continuous Integration and Continuous Delivery Pipelines ; We are an international company - English is mandatory, and German is a nice to have ; Bonus: experience working with cloud computing platforms, ideally AWS ; Bonus: you have experience working with GraphQL ; Awesome working culture ; Competitive salaries and compensation ; Flexible work schedules ; Really great coworkers ; Medical /Social insurance ; Commuting allowance, from/to office ; We’ve all got our own brand-new MacBook ; Training and growth ; Seniority levelMid-Senior level ; Employment typeFull-time ; Job functionEngineering and Information Technology ; IndustriesTechnology, Information and Internet",Mid-Senior level,Full-time,Engineering and Information Technology,"Technology, Information and Internet",
https://eg.linkedin.com/jobs/view/graphic-designer-at-mrsool-%D9%85%D8%B1%D8%B3%D9%88%D9%84-3761314353?refId=pK%2Bj%2BzxG2YAT7cRzVZhD8Q%3D%3D&trackingId=UbNuR%2FWdk%2Ft1qKpy7VjcJA%3D%3D&position=23&pageNum=0&trk=public_jobs_jserp-result_search-card,Graphic Designer,mobile app,MRSOOL | مرسول,1 month ago,"Cairo, Cairo",Egypt,,"Collaborate with the marketing team to create visually appealing designs for various digital and print materials, including social media posts, banners, brochures, and advertisementsDevelop and design layouts, illustrations, and graphics for website and mobile app interfacesCreate and maintain a consistent brand identity by following brand guidelines and ensuring that all designs align with the company's visual styleExperiment with different styles and techniques to continuously improve the overall quality of our designsKeep up-to-date with industry trends and best practices to ensure that our designs are innovative and cutting-edgeWork closely with the content team to incorporate text and messaging into the designs in an aesthetically pleasing wayManage multiple projects and meet deadlines while maintaining a high level of attention to detail","Proficiency in Adobe Creative Suite (Photoshop, Illustrator, and InDesign) ; Strong portfolio showcasing a range of design styles and techniques ; Excellent knowledge of typography, color theory, and layout design ; Familiarity with responsive design principles and mobile app design ; Ability to work independently and collaborate effectively with cross-functional teams ; Strong communication skills and the ability to present and explain design concepts ; Attention to detail and the ability to work in a fast-paced environment ; Seniority levelEntry level ; Employment typeFull-time ; Job functionMarketing ; IndustriesTechnology, Information and Internet",Entry level,Full-time,Marketing,"Technology, Information and Internet",
https://eg.linkedin.com/jobs/view/senior-content-creator-at-here-home-3792001753?refId=pK%2Bj%2BzxG2YAT7cRzVZhD8Q%3D%3D&trackingId=2JcjSg7bB7Ha%2FlQ4hGa1MQ%3D%3D&position=24&pageNum=0&trk=public_jobs_jserp-result_search-card,senior content creator,mobile app,Here home,2 days ago,"6th of October, Cairo",Egypt,,Seniority levelEntry levelEmployment typeFull-timeIndustriesFurniture and Home Furnishings Manufacturing,,Entry level,Full-time,,Furniture and Home Furnishings Manufacturing,
https://eg.linkedin.com/jobs/view/collection-officer-at-shahry-3737059714?refId=G3h3r3RBDXungCUQVYZxSg%3D%3D&trackingId=fAc1qaMYrzormy516K6RRg%3D%3D&position=1&pageNum=1&trk=public_jobs_jserp-result_search-card,Collection Officer,mobile app,Shahry,3 months ago,"Cairo, Cairo",Egypt,Shahry,"Enhancing collection and reduce the delinquency ratios.Identifying reasons of delinquency, and communicate them to all related department in order to reconsider the policies and processes of granting loans.Following up the delinquent customers according to the company’s policies, instructions and the daily collection reports to collect the delinquent loans.","Follow up the delinquent customers and handling the daily collection reports to collect the delinquent loans. ; Studying the customers’ files, who are required to be sent to the Credit Recovery Department? ; Making field visits for the delinquent customers who have been getting great amounts of loans to guarantee a kind of communication with them. ; Ensure completing of customer’s files documents that are diverted to the Credit recovery Department. ; Decrease in percentage of delinquency. ; Increase in percentage of collection. ; Decrease the Provisions amount ; Educational Requirements: University degree from a reputable university ; Required Industry Experience: 0-2 years’ experience in a related field ; Technological Requirements: MS Office – Google Sheets ; Language Requirements: Fluent in English and in Arabic ; Relating and Networking ; Working With People ; Adhering to Principles; Values ; Creating; Innovating ; Delivering results & meeting customer expectations ; Persuading and influencing ; Planning and Organizing ; Good communication skills ; Excellent negotiations skills ; Excellent time & project management skills ; Good presentation & communication Skills ; Seniority levelAssociate ; Employment typeFull-time ; Job functionOther ; IndustriesSoftware Development",Associate,Full-time,Other,Software Development,
https://eg.linkedin.com/jobs/view/user-acquisition-specialist-at-numrah-3785826424?refId=G3h3r3RBDXungCUQVYZxSg%3D%3D&trackingId=bwYjRCQjtgWWXhIrZIpEbg%3D%3D&position=2&pageNum=1&trk=public_jobs_jserp-result_search-card,User Acquisition Specialist,mobile app,Numrah,2 weeks ago,,Egypt,,"Plan and Execute User Acquisition Campaigns: Develop comprehensive user acquisition strategies and manage end-to-end campaign execution across platforms such as Apple Search Ads, Google Ads, TikTok Ads, Snapchat and other performance marketing channels.Budget Management: Monitor and optimize campaign budgets to ensure maximum return on investment (ROI) and efficient cost per acquisition (CPA).Data Analysis: Analyze campaign performance data, conversion metrics, and user behavior to identify areas for improvement and implement data-driven optimizations.A/B Testing: Conduct A/B tests on creative assets, ad copy, and targeting parameters to continuously improve campaign performance and maximize user engagement.Market Research: Stay updated on industry trends, competitor activities, and emerging user acquisition opportunities to maintain a competitive edge.Collaboration: Work closely with the marketing team, product managers, and creative teams to align user acquisition strategies with broader marketing and business goals.Reporting: Generate regular reports on campaign performance, key metrics, and actionable insights for management and internal stakeholders.Conversion Rate Optimization: Collaborate with the UX/UI team to optimize app store pages and landing pages for improved conversion rates.Coordination with Influencers and Creators","[Must] 2-3 years of proven experience in user acquisition and performance marketing within the mobile app/game industry. ; In-depth knowledge of major ad platforms, including Apple Search Ads, Google Ads, TikTok Ads, Snapchat Ads etc ; Proficiency in data analysis and the ability to derive actionable insights from campaign performance metrics. ; Strong understanding of A/B testing methodologies and hands-on experience in optimizing creatives and ad copies. ; Excellent analytical skills and a passion for continuous learning and staying up-to-date with industry best practices. ; Familiarity with app attribution tools (e.g., Adjust) and mobile analytics platforms. ; Exceptional communication and collaboration skills, with the ability to work effectively in a team-oriented environment. ; Bachelor's degree in Marketing, Business, or a related field. ; Seniority levelMid-Senior level ; Employment typeFull-time ; Job functionBusiness Development and Sales ; IndustriesSoftware Development",Mid-Senior level,Full-time,Business Development and Sales,Software Development,93 applicants
https://eg.linkedin.com/jobs/view/senior-mobile-flutter-developer-at-minapharm-pharmaceuticals-3784152939?refId=G3h3r3RBDXungCUQVYZxSg%3D%3D&trackingId=ggnWRm9n9rPR56Q37wYVdA%3D%3D&position=3&pageNum=1&trk=public_jobs_jserp-result_search-card,Senior Mobile Flutter Developer,mobile app,Minapharm Pharmaceuticals,2 weeks ago,Cairo,Egypt,About Minapharm:,Diversity & RespectIntegrity & AccountabilityCollaborationLeadership & EmpowermentInnovation & Continuous Learning,"Collaborate daily with the mobile development team, developing high quality, testable and performant Android & IOS applications using agile practices. ; Developing user interface components and implementing them by following well known ; Flutter / Dart workflows and practices. ; Robust integration with backend systems and 3rd party APIs. ; Participate in documentation, debugging, implementation and maintenance of business applications. ; Bachelor’s degree in Engineering, Computer science or Information technology. ; 3+years of experience with cross platform flutter application development. ; Experience with native IOS development is a huge plus ; Strong hands-on experience with Dart ; Full awareness of Android & IOS platform natures and restrictions ; Up to date with latest version releases of mobile OS. ; Solid understanding of common mobile application design patterns, and architecture patterns ; Experienced with the publishing process on Google play and App-store ; Solid understanding of object-oriented programming (OOP), SOLID principles and writing clean, well-structured testable code ; Strong knowledge of basic relational database and SQL concepts. ; Experienced in using reactive programming and aware of multi-threading concepts ; Familiar with Flutter state-management tools ex. GetX, BloC, Provider, etc. ; Ability to write proper software documentation and working with other development sections ; Ability to self-learn new technologies and gain required skills to complete tasks on unexplored grounds ; Seniority levelAssociate ; Employment typeFull-time ; Job functionInformation Technology ; IndustriesPharmaceutical Manufacturing and Biotechnology Research",Associate,Full-time,Information Technology,Pharmaceutical Manufacturing and Biotechnology Research,
https://eg.linkedin.com/jobs/view/senior-content-creator-at-innovalz-3786971179?refId=G3h3r3RBDXungCUQVYZxSg%3D%3D&trackingId=2rMtKh57PaKh2XWLf0%2FpRg%3D%3D&position=4&pageNum=1&trk=public_jobs_jserp-result_search-card,Senior Content Creator,mobile app,Innovalz,2 days ago,"6th of October, Cairo",Egypt,,Seniority levelEntry levelEmployment typeFull-timeIndustriesAdvertising Services,,Entry level,Full-time,,Advertising Services,
https://eg.linkedin.com/jobs/view/senior-software-testing-engineer-at-on-hire-3781663357?refId=G3h3r3RBDXungCUQVYZxSg%3D%3D&trackingId=kJBQIng%2BJsrVQlIzKvnLTA%3D%3D&position=5&pageNum=1&trk=public_jobs_jserp-result_search-card,Senior Software Testing Engineer,mobile app,On-Hire,3 weeks ago,"6th of October, Al Jizah",Egypt,,"Review and audit the Requirements and Design DocumentsCreate test plans, design and implement tests, debug and define corrective actionsCreate detailed, comprehensive and well-structured test casesPerform smoke, regression, performance/load, integration, complete, and acceptance testingDesign, develop and execute automation scripts using open source tools (Cypress, Selenium)Identify, record, document thoroughly and track bugsFollow up with junior team members and report status to the team leader or the delegateReport overall project status and generate statisticsParticipate in enhancing the ProcessStay up-to-date with new testing tools and test strategies","Bachelor's degree in Computer Science, Information Systems, or equivalent ; 3+ years of proven work experience in software quality assurance ; ISTQB Foundation level is a must ; Hands-on experience with web and mobile app testing ; Hands-on experience with Quality Management Systems, testing methodologies and testing tools ; Hands-on experience with black box testing ; Hands-on experience with automated testing ; Hands-on experience with performance testing. (JMeter) ; Experience and knowledge with testing RESTful APIs. (Postman) ; Experience in writing clear, concise and comprehensive test cases ; Experience working in an Agile/Scrum development process ; Basic concepts of Programming ; Experience of security testing e.g OWASP is plus ; Experience of SQL ; Strong attention to detail and multi-tasking skills ; Excellent problem-solving and analytical skills ; Excellent verbal and written communication skills ; Ability to work in a fast-paced environment and meet tight deadlines ; Seniority levelAssociate ; Employment typeFull-time ; Job functionInformation Technology ; IndustriesTechnology, Information and Internet",Associate,Full-time,Information Technology,"Technology, Information and Internet",31 applicants
https://eg.linkedin.com/jobs/view/senior-testing-engineer-vois-at-vois-3779162191?refId=G3h3r3RBDXungCUQVYZxSg%3D%3D&trackingId=rGQ514nT2c26vcBRkDQpfw%3D%3D&position=7&pageNum=1&trk=public_jobs_jserp-result_search-card,Senior Testing Engineer _VOIS,mobile app,_VOIS,8 hours ago,"Cairo, Cairo",Egypt,Role purpose:,"Participates as a member of a Testing TeamUtilizing VOIS testing methodology and compliance to TMMi L3, analyses testing requirements as the basis for developing testing scenarios for a test level to be executed on a projectDesigns testing scenarios and test cases that will demonstrate conformance to all functional and non-functional requirements, relative to the test level, as defined in business or technical specificationsExecutes tasks related to the production of the Test Plan, test cases, test scripts, and test dataAnalyses the results of the testing process and recommends solutionsDefines, identifies, collects, and organizes detailed information relating to testing requirementsInteracts with the project team to gain an understanding of the business environment, technical context, and conformance criteriaUnderstands and uses appropriate automated testing processes and toolsStays current on established tools, techniques, and technologiesSupports knowledge management and collaboration through participation in testing discussions, communities and improving testing collateral through lessons learnedMay lead small teamJoins in test plan preparationDistribute and assign tasks among team membersParticipate in one of the following initiative (Telecom, BI, Mobile testing, Share point, Performance and Usability)","4-8 Years working in Testing ; Very good understanding of theories and procedures about Software Testing ; Working experience with app and web-based applications technology ; Working experience in dealing with industry test management tools ; HP ALM ; Jira ; VSTS (Azure) ; Experience in manual/exploratory and automation testing ; Experience in Functional and UI testing (mobile, tablet and desktop) ; Bachelor’s degree in Computer Science, Electrical Engineering, related technical field or equivalent practical experience ; Experience in developing test automation solutions in Java, appium and Selenium ; Basic Knowledge about rest assured is a plus ; Basic Knowledge about Swift, Kotlin and Angular is a plus ; Experience in automating build processes, application deployments and continuous integration systems with CI/CD tools is a plus ; Agile testing knowledge ; ISEB/ISTQB Foundation Certificate in Software Testing ; Seniority levelNot Applicable ; Employment typeFull-time ; Job functionEngineering and Information Technology ; IndustriesInformation Services, IT Services and IT Consulting, and Telecommunications",Not Applicable,Full-time,Engineering and Information Technology,"Information Services, IT Services and IT Consulting, and Telecommunications",114 applicants
https://eg.linkedin.com/jobs/view/technical-product-manager-payment-at-maxab-3785253998?refId=G3h3r3RBDXungCUQVYZxSg%3D%3D&trackingId=%2FDxQhpBKh%2BmVs0%2BNC%2Boqcw%3D%3D&position=8&pageNum=1&trk=public_jobs_jserp-result_search-card,Technical Product Manager - Payment,mobile app,MaxAB,2 weeks ago,"Cairo, Cairo",Egypt,,Seniority levelNot ApplicableEmployment typeFull-timeJob functionProduct ManagementIndustriesInternet Publishing,,Not Applicable,Full-time,Product Management,Internet Publishing,51 applicants
