job_link,job_name,label,company_name,post_time,city_name,country_name,about_company,job_responsibilities,job_requirements,Seniority level,Employment type,Job function,Industries,num_applicant
https://eg.linkedin.com/jobs/view/research-analyst-at-nielseniq-3742406325?refId=oBaRU1wT0PJC9kzK%2B99oMw%3D%3D&trackingId=LzQ66BXqcBjqGaOWjlf4BA%3D%3D&position=18&pageNum=2&trk=public_jobs_jserp-result_search-card,Research Analyst,data science,NielsenIQ,1 week ago,"Cairo, Cairo",Egypt,Job Description,"Participates in research proposal designs- writes proposals with supervisionReviews data for errors and inconsistenciesSummarizes data for the production of tables, charts, and graphsPrepares inputs and runs forecasting models (using BASES methodology/modeling)Develops forecast summaries and reportsAnalyzes in-market data using NIQ Retail Audit dataAnalyzes study results to draft reports and presentationsExecutes projects end-to-end (E2E) from proposal to deliveryCorresponds with client with regards to executionInteracts with client staff on routine issuesAttends client meetings and presentationsProject mobilization and managementWork with cross-functional teams to develop and execute research projectsWork together with other team members to deliver reports, respond to client questions/requests, report generation, etcUnderstand and implement all NielsenIQ internal protocolsMonitor industry trends and competitive landscape to inform research and recommendationsWillingness to learn and should have positive attitude towards workDisciplined work ethics with respect to client deadlines","Knowledge of Microsoft Word, Excel, and PowerPoint ; Knowledge of statistics, research techniques, and experimental procedures ; Analytical skills ; Critical thinking ; Client service skills ; Multi-tasking skills ; Oral and written communication skills ; Organizational skills ; Project management skills ; Team player ; Ability to work in a fast-paced environment and manage multiple projects simultaneously ; Strong attention to detail and ability to think critically and strategically ; Bachelor’s degree in business, marketing, statistics, or a related field ; Minimum 2 years of experience in market research industry or related field ; Excellent English communication skills, Written & Spoken ; Interest in research ; Public speaking ability ; Seniority levelMid-Senior level ; Employment typeFull-time ; Job functionAdministrative ; IndustriesMarket Research",Mid-Senior level,Full-time,Administrative,Market Research,
https://eg.linkedin.com/jobs/view/power-bi-developer-egypt-at-apeironsumus-3787769216?refId=oBaRU1wT0PJC9kzK%2B99oMw%3D%3D&trackingId=zelA2RyY0gokyS94XNE3uA%3D%3D&position=19&pageNum=2&trk=public_jobs_jserp-result_search-card,Power BI Developer - Egypt,data science,ApeironSumus,1 week ago,,Egypt,We are currently seeking a talented Power BI Developer to join our team.,"Work closely with clients and our solution assessment team to understand data requirements and business objectives.Develop and maintain interactive dashboards, reports, and data visualizations using Power BI.Optimize and ensure data accuracy, integrity, and security within Power BI solutions.Collaborate with cross-functional teams to deliver high-quality BI solutions.Provide training and support to clients and internal teams on Power BI usage.Stay updated with industry best practices and trends in Power BI and data visualization.","Bachelor's degree in Computer Science, Information Systems, or a related field. ; Minimum of 2 years of experience as a Power BI Developer. ; Proficiency in Power BI for creating reports and dashboards. ; Strong skills for data manipulation and extraction. ; Strong Knowledge of data modeling. ; Excellent problem-solving and analytical abilities. ; Effective communication and collaboration skills. ; Self-motivated with a proactive approach to problem-solving. ; Ability to work independently and as part of a team. ; Microsoft Power BI certification. ; Familiarity with other BI and data visualization tools. ; Experience with Microsoft Azure services. ; Previous experience in solution assessment or consulting. ; Understanding of Microsoft technologies and products. ; Competitive salary and performance-based bonuses. ; Opportunities for professional growth and development. ; Collaborative and inclusive work environment. ; Exciting projects with leading Microsoft customers. ; Required languages: English ; Special conditions: Open to work on a global environment with different cultures and languages ; This is a remote position ; Seniority levelMid-Senior level ; Employment typeFull-time ; Job functionInformation Technology ; IndustriesInternet Publishing",Mid-Senior level,Full-time,Information Technology,Internet Publishing,
https://eg.linkedin.com/jobs/view/head-of-technical-research-at-elaraby-group-3787253350?refId=oBaRU1wT0PJC9kzK%2B99oMw%3D%3D&trackingId=GzNGw%2Fio18bdmN2nKYyQyQ%3D%3D&position=20&pageNum=2&trk=public_jobs_jserp-result_search-card,Head Of Technical Research,data science,ELARABY Group,4 days ago,Cairo,Egypt,Job Purpose,"Capable to work/supervise on multiple research types and sources of data (quantitative, qualitative, primary, secondary, ad-hoc, tracking, consumer, trade, sales, customer satisfaction, mystery visits, etc..) including, analyses, execution, proposals writing, report writing and presentation to ensure schedule and budget requirements are met to ensure company growth and profitability.Review all reports and add the suggested extra analyses (whether statistical or logical) to add depth to the findings other than the obvious insights.Review the added analyses and make sure they are technically sounding right.Work closely with the team to deliver high quality research that achieve the business needs/objectives.Mange, lead and develop the work tasks & activities in marketing research department to ensure best practice in the whole project process.Translate research data into actionable insights and recommendations through reports and presentations.Build, Lead and inspire a team of experienced market researchers to ensure best research execution and deliver valuable insights – this is for all and different research types and for different research steps/ phases (proposal, data collection tool & process, operations & quality, analysis & reporting, recommendations).Monitor the work of other staff members on projects to ensure work tasks are completed according to the project management plan for seamless timely quality work within budget.Collaborate with, coach, manage, motivate, and inspire other exceptional researchers to achieve research excellence.Develop and provide superb communication skills in client service consultation, project management and team collaboration.Partner with data processing / data analytics / project management/development teams to constantly optimize and develop research outcomes & quality. Maintain a constant emphasis on improvement and innovation to demonstrate lasting value.Practice and demonstrate exemplary work ethics, self-motivation in learning and taking on new challenges to support sales for the company.","Bachelor's degree in any relevant field. ; 8+ years of experience in related field. ; experience in consumer research, marketing, design, or product (or related field. 4 of those years need to be specific to consumer research and include actively driving research at an agency or leading/running projects on the client side as their full-time role, must be fluent in the various methodologies of qualitative and quantitative research, retail audit is a plus ; Experience with statistical packages such as SPSS, SAS, R, or SQL scripting is preferred but not required. ; Strong ability to work with Senior Management and Client Service Heads to instill trust and effectively maintain the rigor and credibility of the research. ; Strong ability to direct and manage a team to fulfill all projects on time and within the budget while providing rich insights to client service team. ; Advanced Microsoft Office and Internet. ; Excellent English both written and spoken. ; Seniority levelMid-Senior level ; Employment typeFull-time ; Job functionResearch ; IndustriesAppliances, Electrical, and Electronics Manufacturing",Mid-Senior level,Full-time,Research,"Appliances, Electrical, and Electronics Manufacturing",130 applicants
https://eg.linkedin.com/jobs/view/data-architect-at-money-fellows-3712408998?refId=oBaRU1wT0PJC9kzK%2B99oMw%3D%3D&trackingId=H%2FBX%2FvxPAWjlaRYMG3aOGw%3D%3D&position=21&pageNum=2&trk=public_jobs_jserp-result_search-card,Data Architect,data science,Money Fellows,3 months ago,"Cairo, Cairo",Egypt,Job Summary:,"The Data Architect will play a pivotal role in designing and implementing data architecture to support the company's data-driven initiatives. This role will work closely with the Architect Team, Data Science and Product Team to create a scalable, secure, and efficient data infrastructure that enables to effectiv utilization of data for decision-making and strategic insights","Developing and implementing an overall organizational data strategy that is in line with business processes. The strategy includes data model designs, databasedevelopment standards, and implementation and management of data warehouses ; Identifying data sources, both internal and external, and working out a plan for data management that is aligned with organizational data strategy ; .Coordinating and collaborating with architect team and stakeholders, for the smooth functioning of data extracted ; Managing end-to-end data architecture, from designing the technical architecture, and supporting developing the application to finally testing and implementing the proposed solution ; Defining and managing the flow of data within the organization. ; Ensuring data accessibility, accuracy, and security ; Conducting a continuous audit of data management system performance, refining whenever required, and reporting immediately any breach or loopholes to the stakeholders. ; Coaching and mentoring engineering and following up with best practices ; Bachelor’s degree in computer science, computer engineering, or relevant field ; 8+ years of professional experience in the data engineering track / Development ; A minimum of 3 years of experience in a similar role as a Data Architect ; Excellent organizational and analytical abilities ; Outstanding problem solver. ; Ability to work collaboratively in a team environment ; Ability to balance competing priorities and expectations. ; Ability to clearly document operational procedures and solution designs. ; Professional experience optimizing building and maintaining data pipelines ; Experience with cloud-based data solutions (AWS, Azure, or Google Cloud) ; Good knowledge of NO SQL database like Cosmos DB and big query ; Very Good in Tableau or Power BI ; Very Good knowledge of DAX, MDX, TSQL, HQL ; Knowledge of programming languages Python is preferred. ; Awareness with PRDs methodology ; Competitive salary ; Pension Plan scheme as per company policy ; Premium Family medical insurance ; Exclusive access to our circles with the ultimate credit limit and reserved 1st slots ; Unlimited annual leave policy ; Mentorship and career growth ; Entrepreneurial working environment ; Seniority levelNot Applicable ; Employment typeFull-time ; Job functionEngineering ; IndustriesTechnology, Information and Internet",Not Applicable,Full-time,Engineering,"Technology, Information and Internet",108 applicants
https://eg.linkedin.com/jobs/view/junior-ar-accountant-at-flapkap-3785429448?refId=oBaRU1wT0PJC9kzK%2B99oMw%3D%3D&trackingId=DbwBriSN80hxCHKF%2B7y73Q%3D%3D&position=22&pageNum=2&trk=public_jobs_jserp-result_search-card,Junior AR Accountant,data science,FlapKap,2 weeks ago,"Cairo, Cairo",Egypt,What is FlapKap?,"Reconcile repayments with client contractsTrack, manage and implement late fees on clientsUpdate and add contracts on our applicationTrack, maintain and understand FlapKap’s KPIsEnsure clients are paying their obligations in a timely manner","Minimum of 1 to 3 years of experience in financial operations, accounting, or a similar role ; Strong understanding of financial processes and systems ; Proficiency in MS Excel and financial management software ; Attention to detail and accuracy in data analysis and reporting ; Excellent organizational and time management skills ; Ability to work well both independently and collaboratively in a team environment ; Strong problem-solving and decision-making abilities ; Knowledge of financial regulations and compliance requirements ; Competitive Salaries ; Hybrid working environment ; Paid time off ; Healthcare coverage ; A highly collaborative team environment that will support your professional and personal growth ; A culture that promotes Work-Life balance and Wellbeing ; A culture of learning and innovation ; Office located at Maadi, Cairo ; Seniority levelAssociate ; Employment typeFull-time ; Job functionFinance ; IndustriesTechnology, Information and Internet",Associate,Full-time,Finance,"Technology, Information and Internet",
https://eg.linkedin.com/jobs/view/senior-machine-learning-engineer-at-convertedin-3793095157?refId=oBaRU1wT0PJC9kzK%2B99oMw%3D%3D&trackingId=1HcFGsgqgXMPThfHgy%2FEyw%3D%3D&position=23&pageNum=2&trk=public_jobs_jserp-result_search-card,Senior Machine Learning Engineer,data science,Convertedin,4 days ago,"Cairo, Cairo",Egypt,About Us,"Translate Business requirements to Technical requirements and ability to demonstrate the ﬁndings in a simple formImplement Data Pipelines for Collecting, Processing and Cleaning dataResearching, Developing and Deployment of Machine Learning systemsQuickly get yourself up to speed on various technologies and developments in the ﬁeld of machine learning, including SOTA research papers, and apply them to our SystemsAnalyze large, complex datasets to extract insights and decide on the appropriate technique to create more value to the customersResearch and implement best practices to improve the existing Machine Learning infrastructureHave an eye towards Innovation and Excellence","Bachelor’s degree in Engineering, Computer Science (or relevant ﬁeld) ; 3-4 years of relevant Machine Learning experience ; Good experience in using version control systems (eg. Git) ; Good knowledge of recommendation systems and predictive modelling ; Good knowledge of ML and NLP frameworks and libraries (Tensorﬂow, Keras, PyTorch, scikit-learn, open-CV) ; Good understanding of Computer Vision ; Proficient in utilizing and fine-tuning large language models for diverse applications, demonstrating a deep understanding of their architecture, capabilities, and limitations ; Good knowledge of mathematics, statistics, and algorithms ; Experience with Cloud Services (AWS preferable) ; Analytical and Problem-solving abilities ; Good communication and collaboration skills ; Work from Anywhere, yes this remote base opportunity with the availability of hybrid options ; We love flexibility! Manage your own work schedule. We trust the people we hire ; Competitive package ; Paid time off ; Fun benefits & perks that you will enjoy! ; Trusting, ego-free and truth-seeking team members ; See something you want to improve? Awesome. We’re a flexible and collaborative team that is always learning and growing ; Need more convincing? Check this out! ; Confidence can sometimes hold us back from applying for a job. But we'll let you in on a secret: there's no such thing as a 'perfect' candidate. Have 50% of the criteria? Excited about this opportunity? Passionate about what we do at Convertedin Please apply! Convertedin is where everyone can grow ; Convertedin is an equal employment opportunity employer such that all qualified applicants will receive consideration for employment without regard to race, color, age, religion, sex, sexual orientation, gender identity/expression, national origin or disability ; Confidence can sometimes hold us back from applying for a job. But we'll let you in on a secret: there's no such thing as a 'perfect' candidate. Have 50% of the criteria? Excited about this opportunity? Passionate about what we do at Convertedin Please apply! Convertedin is where everyone can grow ; Convertedin is an equal employment opportunity employer such that all qualified applicants will receive consideration for employment without regard to race, color, age, religion, sex, sexual orientation, gender identity/expression, national origin or disability ; Seniority levelMid-Senior level ; Employment typeFull-time ; Job functionEngineering ; IndustriesTechnology, Information and Internet",Mid-Senior level,Full-time,Engineering,"Technology, Information and Internet",180 applicants
https://eg.linkedin.com/jobs/view/product-manager-at-ssc-egypt-3786623667?refId=oBaRU1wT0PJC9kzK%2B99oMw%3D%3D&trackingId=6qSmaEMAHS1IFhTHHHFP9w%3D%3D&position=24&pageNum=2&trk=public_jobs_jserp-result_search-card,Product Manager,data science,SSC Egypt,1 week ago,"Cairo, Cairo",Egypt,Responsibilities:,"Develop business case including market, trend, and competitive analysisLead the definition of product vision, positioning, and roadmapOwn and create internal and external product roadmaps, and generate internal awarenessLed the SCRUM team to deliver business value and ensure availability and clarity of user needsManage the priority of features with stakeholders throughout the product life cycleDevelop use cases, user stories, and use case scenarios that describe the technical functional workflowsInterview customers and identify their needs, and develop personasAct as product evangelist within the organization, communicate released features, conduct demos to internal","Collaborate with product marketing to develop necessary literature and sales enablement and sales support ; Development ; Sales ; Customer Success ; Customer Support ; Marketing ; End Users ; Customer Decision Makers ; Partners ; Bachelor's Degree in Computer Science or equivalent ; Product Owner Agile Certification (e.g. CSPO, PSPO) ; 4-5 Years in a Product Owner role in an Agile environment ; Leading SaaS/Enterprise/Mobile Apps ; User Experience: Intermediate ; Verbal and written communication skills: Advanced ; Data Analysis: Intermediate ; Presentation Skills: Advanced ; Analytical Thinking: Advanced ; English: Advanced ; Strategic Thinking: Intermediate ; Finance & Accounting Principles: Basic ; Strategic Management: Intermediate ; Seniority levelMid-Senior level ; Employment typeFull-time ; Job functionProduct Management and Marketing ; IndustriesTechnology, Information and Internet",Mid-Senior level,Full-time,Product Management and Marketing,"Technology, Information and Internet",62 applicants
https://eg.linkedin.com/jobs/view/senior-data-quality-specialist-at-ssc-egypt-3754318766?refId=VMrcbTeAU9sENRyFgr%2F7Wg%3D%3D&trackingId=U12b78ocXueom9oh1OAKXg%3D%3D&position=1&pageNum=3&trk=public_jobs_jserp-result_search-card,Senior Data Quality Specialist,data science,SSC Egypt,1 month ago,"Cairo, Cairo",Egypt,,"Monitors and improves data quality across the organizationResponsibilities:Defines standards for Data Quality (DQ), controls, metrics, etc.Monitors and reports on Data Quality across the organizationCreates and updates the enterprise DQ Dashboard to identify gaps/issues.Oversees DQ issues management process and participates in remediation effortsCoordinates and manages all DQ-related projects across the organization.Oversees and supports the DQ services managed within the domains","Analytical & statistical skills. ; Presentation Skills ; Time Management. ; Bachelor's degree from an accredited college/university ; ▪ Fluent in both written and spoken Arabic and English languages ; ▪ 4-7 years experience in IT, or any relevant field ; Strong interpersonal communication and persuasion skills. ; ▪ Very strong data quality experience. ; ▪ Strong project management leadership. ; ▪ Strong skills in data analysis ; ▪ Familiarity with data quality issues and processes ; Seniority levelMid-Senior level ; Employment typeFull-time ; Job functionInformation Technology ; IndustriesTechnology, Information and Internet",Mid-Senior level,Full-time,Information Technology,"Technology, Information and Internet",50 applicants
https://eg.linkedin.com/jobs/view/business-analyst-egypt-at-confidential-3791620598?refId=VMrcbTeAU9sENRyFgr%2F7Wg%3D%3D&trackingId=dKdYWXspo6rRxdNAplLx%2Bw%3D%3D&position=2&pageNum=3&trk=public_jobs_jserp-result_search-card,Business Analyst - Egypt,data science,Confidential,3 days ago,Cairo,Egypt,Business Analyst,"Collaborate with stakeholders to identify business requirements and document them in a clear and concise manner.Translate business requirements into technical solutions for our low code platform/cloud development/AI and IoT technologies.Work closely with developers and other technical staff to ensure that technical solutions align with business requirements.Conduct research to identify best practices and industry standards for low code development/cloud development/AI and IoT technologies and incorporate them into technical solutions.Analyze and document business processes and workflows.Develop and maintain project plans and schedules.Provide status updates to stakeholders and escalate issues as needed.Develop and maintain documentation, including business requirements, functional specifications, and technical documentation.Provide support and training to end-users and technical staff on the low code platform/cloud technologies/AI and IoT technologies","Bachelor's degree in Computer Science, Information Technology, or related field. ; 3+ years of experience in business analysis and low code platforms/cloud technologies/AI and IoT technologies. ; Strong analytical, communication, and collaboration skills. ; Understanding of software development processes and methodologies. ; Ability to work collaboratively with cross-functional teams, including developers, architects, and operations teams. ; Strong problem-solving skills and ability to analyze complex problems and identify solutions. ; Strong attention to detail and ability to deliver high-quality work under tight deadlines. ; Knowledge of industry trends, standards, and best practices related to low code development and low code-based solutions. ; Ability to communicate technical concepts to non-technical stakeholders. ; Strong data analysis skills, including data modeling, data visualization, and data management. ; Experience with low code development platforms such as Microsoft Power Apps, Salesforce Lightning, Mendix, OutSystems, and others. ; Experience with cloud technologies such as AWS, Azure, Google Cloud Platform, and others. ; Knowledge of industry trends, standards, and best practices related to cloud computing and cloud-based solutions. ; Experience with AI technologies such as machine learning, natural language processing, computer vision, and others. ; Experience with IoT technologies such as sensors, edge computing, data analytics, and others. ; Seniority levelMid-Senior level ; Employment typeFull-time ; Job functionInformation Technology ; IndustriesIT Services and IT Consulting",Mid-Senior level,Full-time,Information Technology,IT Services and IT Consulting,
https://eg.linkedin.com/jobs/view/junior-market-analyst-remote-internship-market-research-at-talentkompass-deutschland-3786038275?refId=VMrcbTeAU9sENRyFgr%2F7Wg%3D%3D&trackingId=L2hJiqN7lofjA0uNJ8R3jA%3D%3D&position=4&pageNum=3&trk=public_jobs_jserp-result_search-card,Junior Market Analyst (Remote Internship - Market Research),data science,TalentKompass Deutschland,1 week ago,"Asyūţ, Asyut",Egypt,LOCATION:,"Conduct primary and secondary research to collect data for market analysisAnalyze data and prepare reports using various tools, including Excel, SPSS, and other statistical softwareParticipate in the development of research methodologies and processesSupport the team with general administrative tasks as requiredCollaborate with cross-functional teams to gather and analyze research dataHelp maintain the accuracy and completeness of research databases and spreadsheets",Strong analytical and problem-solving skills ; Basic understanding of market research principles and practices ; Excellent written and verbal communication skills in English ; Proficient in Microsoft Excel and other data analysis software ; Strong attention to detail and ability to multitask ; Ability to work independently and as part of a team ; Familiarity with survey tools and techniques is a plus ; Knowledge of statistical analysis tools and techniques is a plus ; Seniority levelInternship ; Employment typeInternship ; Job functionMarketing and Sales ; IndustriesHuman Resources Services,Internship,Internship,Marketing and Sales,Human Resources Services,
https://eg.linkedin.com/jobs/view/data-engineer-at-halan-%D8%AD%D8%A7%D9%84%D8%A7-3432688574?refId=VMrcbTeAU9sENRyFgr%2F7Wg%3D%3D&trackingId=LugMVdJTCrWQr2aFEkgvAA%3D%3D&position=5&pageNum=3&trk=public_jobs_jserp-result_search-card,Data Engineer,data science,Halan - حالا,1 year ago,"Cairo, Cairo",Egypt,,"Collaborate with cross-functional teams, including data scientists, data analysts, and software engineers, to design, develop, and maintain data engineering solutions using Scala and Python.Drive the exploration and implementation of new data engineering technologies, frameworks, and tools to enhance performance, scalability, and efficiency.Work closely with infrastructure and operations teams to understand and optimize hardware and resource consumption in data engineering projects.Develop a deep understanding of the underlying hardware infrastructure, including servers, clusters, and distributed systems, to ensure optimal data processing and storage.Participate in the design and architecture of data pipelines, ensuring high performance, fault tolerance, and scalability.Conduct research and stay up-to-date with the latest advancements in data engineering, hardware technologies, and distributed computing paradigms.Mentor and guide junior team members, fostering a culture of continuous learning and skill development.Collaborate with stakeholders to gather requirements, propose technical solutions, and deliver high-quality data engineering projects.","2+ years of professional experience as a Software Engineer, with a focus-on and OR passion towards data engineering. ; Strong proficiency in Scala and Python, with hands-on experience in building robust and scalable applications. ; Solid understanding of data structures, algorithms, and object-oriented programming principles. ; Experience with distributed data processing frameworks such as Apache Spark is highly desirable. ; Familiarity with Apache Hive, Hadoop HDFS, and other relevant data engineering technologies is a plus. ; Strong interest in gaining knowledge of hardware infrastructure, resource consumption optimization, and project development in data engineering. ; Experience with relational databases (e.g., PostgreSQL, MySQL) and NoSQL databases (e.g., MongoDB, Cassandra) is beneficial. ; Demonstrated ability to work in an Agile development environment and manage multiple priorities effectively. ; Excellent problem-solving and analytical thinking skills. ; Strong communication and collaboration skills, with the ability to work effectively in a team setting. ; Seniority levelMid-Senior level ; Employment typeFull-time ; Job functionEngineering ; IndustriesFinancial Services",Mid-Senior level,Full-time,Engineering,Financial Services,
https://eg.linkedin.com/jobs/view/junior-market-analyst-remote-internship-market-research-at-talentkompass-deutschland-3786033778?refId=VMrcbTeAU9sENRyFgr%2F7Wg%3D%3D&trackingId=3yfzn8YLWagUx7aWuIx6SA%3D%3D&position=7&pageNum=3&trk=public_jobs_jserp-result_search-card,Junior Market Analyst (Remote Internship - Market Research),data science,TalentKompass Deutschland,1 week ago,"Alexandria, Alexandria",Egypt,LOCATION:,"Conduct primary and secondary research to collect data for market analysisAnalyze data and prepare reports using various tools, including Excel, SPSS, and other statistical softwareParticipate in the development of research methodologies and processesSupport the team with general administrative tasks as requiredCollaborate with cross-functional teams to gather and analyze research dataHelp maintain the accuracy and completeness of research databases and spreadsheets",Strong analytical and problem-solving skills ; Basic understanding of market research principles and practices ; Excellent written and verbal communication skills in English ; Proficient in Microsoft Excel and other data analysis software ; Strong attention to detail and ability to multitask ; Ability to work independently and as part of a team ; Familiarity with survey tools and techniques is a plus ; Knowledge of statistical analysis tools and techniques is a plus ; Seniority levelInternship ; Employment typeInternship ; Job functionMarketing and Sales ; IndustriesHuman Resources Services,Internship,Internship,Marketing and Sales,Human Resources Services,27 applicants
https://eg.linkedin.com/jobs/view/data-science-manager-at-envision-employment-solutions-3747581859?refId=VMrcbTeAU9sENRyFgr%2F7Wg%3D%3D&trackingId=SjJtzMMPbZ84rROUtX%2BXGw%3D%3D&position=8&pageNum=3&trk=public_jobs_jserp-result_search-card,Data Science Manager,data science,Envision Employment Solutions,1 month ago,"New Cairo, Cairo",Egypt,,"After filling your online application, our team will review your application and if you are a fit for any of the open positions we have even if it wasn't the one you applied for, our team will reach out to you to schedule an HR InterviewDuring the call we will go through your resume and discuss the opportunities we have for you in details. We would love to learn a little bit about you, about your work experience and your career's goal. We will also be able to answer any questions you might have","Review and monitor daily, weekly, and monthly reporting to ensure appropriate tracking is in place across all marketing activity ; Defines and measures the effectiveness and performance of marketing programs and strategies in conjunction with Digital Marketing ; Assess the effectiveness and accuracy of new data sources and data gathering techniques to identify, analyze, and interpret trends or patterns in complex data sets ; Interpret data, analyze results using statistical techniques, and provide ongoing reports ; Convert complex data and findings into understandable tables, graphs, and written reports ; Work with and support the concerned department in any qualitative and quantitative research and analysis needed to guide decision-making ; Analyze data to discover past trends, identify correlations and make recommendations to increase sales, service improvement, and cost reduction ; Monitor and forecast marketing and sales trends ; Support the marketing manager in building strong relationships with business within the entity to bring data-driven insights in order to drive greater effectiveness ; Develop solutions that bring critical insights to a wide range of different problems, such as targeting customers and segmenting markets ; Develop the customer journey and analyze the digital footprint from an analytical perspective ; Works to build a performance marketing engine across tracking, attribution, automation, and optimization ; Collaborate with agile squads to improve data infrastructure and contribute to a seamless research platform ; Track KPIs and define measures for action ; Lead ‘Data Scientists’ by providing direction, vision, and team leadership and overseeing all analytics operations to ensure the quality of analytics deliverables ; Excellent written and verbal communication skills for coaching and coordinating across team members to work effectively in a cross-functional team ; Bachelor's Degree, preferably a Masters, majoring in Statistics, Mathematics, Decision/Data Science, Engineering, and Research ; 10+ years of experience in any related field ; Experience using statistical computer languages (Python, SQL, etc.) to manipulate data and draw insights from large data sets ; Experience using data mining and analysis software (e.g. SAS, SQL, MS Access, Excel, VBA, etc.) ; Experience working with and creating data architectures ; Knowledge of a variety of machine learning techniques (clustering, decision tree learning, artificial neural networks, etc.) and their real-world advantages/drawbacks ; Knowledge of advanced statistical techniques and concepts (regression, properties of distributions, statistical tests, proper usage, etc.) and experience with applications ; Strong quantitative and analytical skills and aptitude, and an ability to work with significant amounts of data, both numerical and qualitative ; Proven track record in a multi-disciplinary Digital/Tech environment ; Understanding the evolving Digital/Tech marketplace and how those opportunities and changes fit within the banking environment ; Experience in developing predictive models at other banks or financial institutions ; Driven to identify and implement continuous improvement ; Awareness and understanding of agile methodologies and lean principles ; Excellent project management skills ; Must be a team player and team builder in order to maximize the synergies between each of the teams, which will play a part in the overall success of the function ; Must have skills in analytical thinking, Numerically strong, planning and organizing, and monitoring. Performance, empowerment, & goal-setting ; Change management ; Health insurance ; Learning, development and career progression ; Seniority levelNot Applicable ; Employment typeFull-time ; Job functionEngineering and Information Technology ; IndustriesTransportation, Logistics, Supply Chain and Storage",Not Applicable,Full-time,Engineering and Information Technology,"Transportation, Logistics, Supply Chain and Storage",
https://eg.linkedin.com/jobs/view/business-analyst-dubai-uae-at-cobblestone-energy-3780712041?refId=VMrcbTeAU9sENRyFgr%2F7Wg%3D%3D&trackingId=46ARFDHPBuyM84S8gtXU9g%3D%3D&position=9&pageNum=3&trk=public_jobs_jserp-result_search-card,"BUSINESS ANALYST - DUBAI, UAE",data science,Cobblestone Energy,2 weeks ago,"Cairo, Cairo",Egypt,Employment Type:,Lifelong learning with continuous reflectionIndependent thinking through a meritocracy of ideasThe team is more important than the individual.Being the best in any market we enterHiring and keeping only the most effective peopleOthers must benefit from our existence.,"Collaborate with cross-functional teams – tech and analytics to identify and communicate business needs. ; Communicate findings and insights to stakeholders in a clear and concise manner, e.g., writing business requirement documents for software development. ; Stay up to date with the latest advancements in business analysis and apply these to our industry. ; Understand thoroughly the documentation of the different providers/third-parties/platforms that we interact with. ; Provide insights about the different features exposed by providers/third-parties/platforms and identify which ones we select/integrate as they serve best our business needs ; Develop strong commercial knowledge related to the different projects that are currently being implemented or part of the short-term roadmap ; Work with the technology team to have those business requirements implemented ; Conduct Exhaustive testing for implemented features before being deployed to production ; Synchronize with the Devs on daily basis addressing any inquiries related to business requirements/logic ; Being on top of all related tasks, executing based on set priorities, ensuring that any issues/bugs are solved immediately and taking all measures to minimize down time and guarantee high availability. ; Create and maintain data visualization tools e.g., Excel and Tableau. ; 2+ years' Experience in working in a similar position with cross functional teams ; 2+ years of exp in SQL and Python experience is a plus not mandatory ; Familiarity with modern data infrastructure and development practices. ; A quantitative related Bachelor's degree or above, preferably in the field of business intelligence, business or data analytics. ; In-depth knowledge of Agile processes and principles ; Outstanding communication, presentation and interpersonal skills ; Experience within the power and gas trading industry is a plus. ; Seniority levelMid-Senior level ; Employment typeFull-time ; Job functionResearch, Analyst, and Information Technology ; IndustriesTechnology, Information and Internet",Mid-Senior level,Full-time,"Research, Analyst, and Information Technology","Technology, Information and Internet",115 applicants
https://eg.linkedin.com/jobs/view/software-developer-at-pinerium-3769968611?refId=VMrcbTeAU9sENRyFgr%2F7Wg%3D%3D&trackingId=%2B7C47J4LN7NtsW3E0R2SRA%3D%3D&position=10&pageNum=3&trk=public_jobs_jserp-result_search-card,Software Developer,data science,Pinerium,1 month ago,"Alexandria, Alexandria",Egypt,,"Meets programming standards by following production, productivity, quality, and customer-service standards; identifying work process improvements; implementing new technology.Contributes in planing projects by confirming project objective, scope and specificationsProvides excellent software Development time estimatesPrepares flowcharts of data movement.Prepares technical DocumentationPrepares personal activity, project status and program status reports.Protects operations by keeping information confidential.Contributes to team effort by accomplishing related Results as needed.Eager to tackle development challenges to achieve lasting impacts on user experience","Bachelors degree in computer science or related Studies required. ; Strong Knowledge of front-end technologies (HTML/CSS,Javascript,) is a must. ; Strong knowledge of JQuery and Bootstrap is a must. ; Knowledge of back-end technologies such as ( Node.JS or Java ) ; Knowledge of SQL Databases such as MySQL , SQL Server ; Strong knowledge of Restful APIs ; knowledge of Version control ""GIT"" ; Good knowledge of Serverless platforms ; Good knowledge of Low code - No-code ; High sense of responsibility and ownership and being able to work to tight deadlines. ; the ability to adapt to new technologies. ; Strong analytical and problem solving skills. ; English language proficiency and ability to work in a team. ; Immediate joiners are preferred ; Good attitude and willingness to develop and learn independently. ; Knowledge of font end frameworks such as:React or Angular is a plus ; Experience in building apps using Python is a plus. ; Understanding of containerization technologies such as docker is a plus. ; Knowledge of CI/CD is a plus ; Knowledge of NoSQL Databases is a plus. ; An attractive package that matches your work experience within our team. ; A unique experience in an entrepreneurial, yet structured environment. ; The opportunity to become part of a highly professional and dynamic team. ; An unparalleled personal and professional growth as our longer-term objective is to train the next generation of leaders. ; We trust in the power of creativity and try to build an environment that allows you to be your best self. ; Seniority levelEntry level ; Employment typeFull-time ; Job functionInformation Technology ; IndustriesIT Services and IT Consulting",Entry level,Full-time,Information Technology,IT Services and IT Consulting,157 applicants
